# Type: Normal
vsprintf_internal|Loop in file lib_libvsprintf.c near line 195|BB#1:for.cond<header>_BB#2:for.cond1<exiting>_BB#4:if.end_BB#5:if.then6_BB#6:if.then11_BB#9:for.end_BB#10:do.body_BB#11:if.then18_BB#12:NodeBlock43_BB#13:NodeBlock41_BB#14:NodeBlock39_BB#15:LeafBlock37_BB#21:sw.bb_BB#16:LeafBlock35_BB#24:sw.bb30_BB#17:LeafBlock33_BB#22:sw.bb22_BB#18:NodeBlock_BB#19:LeafBlock31_BB#25:sw.bb34_BB#20:LeafBlock_BB#26:NewDefault_BB#27:sw.epilog_BB#28:if.end38_BB#29:if.then42_BB#30:land.lhs.true_BB#34:if.end64_BB#43:if.end92_BB#47:if.end106_BB#48:if.end107_BB#49:lor.lhs.false_BB#50:if.then114_BB#51:if.end115_BB#53:if.end129_BB#54:lor.lhs.false133_BB#59:if.end154_BB#64:if.end175_BB#60:if.then158_BB#61:if.then163_BB#62:if.else167_BB#63:if.end171_BB#55:if.then137_BB#56:if.then142_BB#57:if.else146_BB#58:if.end150_BB#52:if.then119_BB#44:if.then96<exiting>_BB#46:if.end102_BB#35:if.then68_BB#36:if.then73_BB#37:if.then76_BB#38:if.end77_BB#39:if.else_BB#40:if.then85_BB#41:if.end90_BB#42:if.end91_BB#31:if.then49_BB#32:if.then55_BB#33:if.end57_BB#23:sw.bb26_BB#65:do.cond_BB#66:do.end.loopexit_BB#67:do.end_BB#68:if.then183_BB#69:if.end190_BB#70:land.lhs.true194_BB#72:if.else205_BB#73:land.lhs.true209_BB#206:if.end647_BB#207:if.end648_BB#208:NodeBlock54_BB#209:NodeBlock52_BB#210:LeafBlock50_BB#211:LeafBlock48_BB#213:sw.bb650_BB#212:LeafBlock46_BB#229:NewDefault45_BB#230:sw.epilog696_BB#231:lor.lhs.false700_BB#252:if.else782_BB#253:land.lhs.true788_BB#254:if.then793_BB#255:if.else796_BB#256:if.then801_BB#257:if.else805_BB#258:if.then813_BB#260:if.else821_BB#259:if.then818_BB#261:if.end824_BB#262:if.end825_BB#263:if.end826_BB#264:if.end827_BB#265:NodeBlock71_BB#266:NodeBlock69_BB#267:NodeBlock67_BB#268:LeafBlock65_BB#269:LeafBlock63_BB#273:sw.bb832_BB#270:LeafBlock61_BB#275:sw.bb837_BB#276:NodeBlock86_BB#277:NodeBlock84_BB#278:LeafBlock82_BB#279:LeafBlock80_BB#285:sw.bb844_BB#280:NodeBlock78_BB#281:LeafBlock76_BB#286:sw.bb852_BB#287:if.then857_BB#288:while.cond858_BB#289:while.body862_BB#290:while.end867_BB#291:if.then871_BB#292:if.end877_BB#293:if.end878_BB#282:LeafBlock74_BB#294:NewDefault73_BB#295:sw.default_BB#296:sw.epilog880_BB#297:sw.bb884_BB#298:if.then889_BB#299:if.end893_BB#283:sw.bb840_BB#271:NodeBlock59_BB#274:sw.bb836_BB#272:LeafBlock57_BB#303:NewDefault56_BB#304:sw.default904_BB#300:sw.bb894_BB#301:if.then899_BB#302:if.end903_BB#305:sw.epilog910_BB#306:land.lhs.true915_BB#307:land.lhs.true918_BB#308:if.then921_BB#309:if.else922_BB#310:if.end932_BB#232:if.then704_BB#233:land.lhs.true709_BB#234:if.then714_BB#235:if.else717_BB#236:if.then722_BB#237:if.else726_BB#238:if.then734_BB#240:if.else742_BB#239:if.then739_BB#241:if.end745_BB#242:if.end746_BB#243:if.end747_BB#244:if.end748_BB#245:if.then754_BB#246:if.end759_BB#247:land.lhs.true764_BB#248:land.lhs.true767_BB#249:if.then770_BB#250:if.else771_BB#251:if.end781_BB#311:if.end936_BB#312:if.then941_BB#313:if.then948_BB#314:land.lhs.true954_BB#315:if.then959_BB#316:if.end963_BB#317:if.end964_BB#318:if.end965_BB#319:if.then970_BB#321:if.else982_BB#322:if.then990_BB#323:if.end994_BB#320:if.then978_BB#324:if.end995_BB#325:if.else996_BB#326:if.then1001_BB#327:if.end1005_BB#328:if.end1006_BB#329:if.then1011_BB#330:if.then1016_BB#331:if.then1021_BB#332:if.end1026_BB#333:if.end1027_BB#334:while.cond1028_BB#336:while.end1036_BB#337:if.end1037_BB#339:cond.false1044_BB#338:cond.true1041_BB#340:cond.end1045_BB#341:if.then1051_BB#342:if.then1058_BB#343:if.end1065_BB#344:if.else1066_BB#345:if.then1071_BB#346:if.then1076_BB#347:if.end1077_BB#348:if.then1082_BB#349:if.end1083_BB#350:if.end1087_BB#351:if.end1088_BB#352:while.cond1089_BB#354:while.end1097_BB#355:while.cond1098_BB#356:while.body1100_BB#357:while.end1108_BB#353:while.body1093_BB#335:while.body1032_BB#214:sw.bb658_BB#215:if.then663_BB#216:if.end664_BB#217:cond.true668_BB#218:cond.false669_BB#219:cond.end670_BB#220:str_lpad_BB#221:if.then677_BB#222:while.cond678_BB#224:while.end685_BB#225:if.end686_BB#226:cond.true691_BB#227:cond.false693_BB#228:cond.end694_BB#223:while.body681_BB#74:if.then213_BB#71:if.then198_BB#75:flt_oper_BB#76:if.then221_BB#77:if.end222_BB#79:if.else235_BB#81:if.else244_BB#80:if.then239_BB#82:if.end246_BB#78:if.then229_BB#83:if.end247_BB#84:if.then251_BB#85:if.end252_BB#86:if.then264_BB#87:if.else265_BB#88:if.then270_BB#89:if.else271_BB#90:if.then276_BB#91:if.end277_BB#92:if.end278_BB#93:if.end279_BB#94:if.then285_BB#101:if.else307_BB#95:if.then292_BB#96:if.then299_BB#97:do.body300_BB#98:do.cond303_BB#99:do.end305_BB#100:if.end306_BB#102:if.end308_BB#103:if.then310_BB#104:if.end314_BB#105:if.then320_BB#106:if.end321_BB#107:while.cond_BB#108:while.body_BB#109:if.then329_BB#110:if.end333_BB#111:while.end_BB#112:if.end338_BB#113:if.then343_BB#114:while.cond345_BB#115:land.rhs_BB#116:land.end_BB#118:while.end357_BB#119:land.lhs.true360_BB#125:if.else379_BB#120:if.then363_BB#121:lor.lhs.false369_BB#123:if.else377_BB#122:if.then373_BB#124:if.end378_BB#126:if.end382_BB#127:if.end383_BB#128:if.then388_BB#130:cond.false_BB#129:cond.true_BB#131:cond.end_BB#132:if.else393_BB#133:if.end394_BB#134:if.then398_BB#135:if.end400_BB#136:if.then403_BB#137:if.else406_BB#138:if.then411_BB#139:if.end413_BB#140:if.end414_BB#142:cond.false419_BB#141:cond.true417_BB#143:cond.end420_BB#144:if.then426_BB#145:while.cond427_BB#146:while.body429_BB#147:while.end433_BB#148:if.end434_BB#149:if.then438_BB#150:if.end442_BB#151:if.then447_BB#152:while.cond448_BB#153:while.body450_BB#154:while.end454_BB#155:if.end455_BB#156:if.then460_BB#158:cond.false464_BB#157:cond.true463_BB#159:cond.end465_BB#160:do.body467_BB#161:if.then470_BB#162:if.end473_BB#163:land.lhs.true477_BB#164:if.then482_BB#165:if.else487_BB#166:if.end488_BB#167:if.then493_BB#168:if.end494_BB#169:do.cond498_BB#170:do.end499.loopexit_BB#171:do.end499_BB#172:land.lhs.true502_BB#173:lor.lhs.false509_BB#174:land.lhs.true516_BB#175:if.then522_BB#176:if.end523_BB#177:land.lhs.true531_BB#178:if.then534_BB#179:if.end537_BB#180:if.else538_BB#181:if.then545_BB#182:if.end551_BB#191:if.else584_BB#192:if.then589_BB#193:if.end592_BB#183:if.then560_BB#184:for.cond563_BB#185:for.body_BB#187:cond.false579_BB#186:cond.true574_BB#188:cond.end580_BB#189:for.inc_BB#190:for.end583_BB#194:if.end593_BB#195:lor.lhs.false602_BB#196:land.lhs.true605_BB#197:if.then612_BB#198:if.end614_BB#199:land.lhs.true625_BB#200:if.then628_BB#201:if.end631_BB#202:while.cond632_BB#203:while.body636_BB#204:while.end645_BB#205:if.end646_BB#358:tail_BB#359:while.cond1109_BB#360:while.body1111_BB#361:while.end1115_BB#284:for.cond.backedge<latch>_BB#117:while.body355_BB#7:if.end12_BB#8:if.end13|1
__dtoa_engine|Loop in file lib_dtoa_engine.c near line 95|BB#4:for.cond<header><exiting>_BB#5:for.body_BB#6:for.inc<latch>|1
__dtoa_engine|Loop in file lib_dtoa_engine.c near line 118|BB#14:for.cond24<header><exiting>_BB#15:for.body27_BB#16:if.then31_BB#17:if.end32_BB#18:for.inc33<latch>|9
__dtoa_engine|Loop in file lib_dtoa_engine.c near line 171|BB#41:for.cond83<header><exiting>_BB#45:for.body86_BB#46:for.inc93<latch>|1
__dtoa_engine|Loop in file lib_dtoa_engine.c near line 130|BB#21:for.cond36<header><exiting>_BB#22:for.body39_BB#23:if.then44_BB#24:if.end46_BB#25:for.inc47<latch>|9
lib_bsprintf|Loop in file lib_libbsprintf.c near line 73|BB#2:while.cond<header><exiting>_BB#3:while.body<exiting>_BB#4:land.lhs.true<exiting>_BB#5:if.then<latch>|1
lib_bsprintf|Loop in file lib_libbsprintf.c near line 73|BB#1:while.cond.outer<header>_BB#2:while.cond<exiting>_BB#3:while.body_BB#4:land.lhs.true_BB#5:if.then_BB#6:if.end_BB#7:if.then7_BB#8:if.end8_BB#9:lor.lhs.false_BB#10:lor.lhs.false16_BB#11:lor.lhs.false20_BB#12:lor.lhs.false24_BB#13:lor.lhs.false28_BB#14:lor.lhs.false32_BB#39:if.else129_BB#40:lor.lhs.false133_BB#41:lor.lhs.false137_BB#42:lor.lhs.false141_BB#43:lor.lhs.false145_BB#44:lor.lhs.false149_BB#45:lor.lhs.false153_BB#46:lor.lhs.false157_BB#54:if.else189_BB#56:if.else202_BB#61:if.else224_BB#63:if.else233_BB#64:if.then237_BB#65:if.end238_BB#62:if.then228_BB#66:if.end239_BB#57:if.then206_BB#58:if.then209_BB#59:if.else212_BB#60:if.end218_BB#67:if.end240_BB#55:if.then193_BB#68:if.end241_BB#47:if.then161_BB#49:if.else172_BB#51:if.else182_BB#50:if.then177_BB#52:if.end187_BB#48:if.then166_BB#53:if.end188_BB#69:if.end242_BB#15:if.then36_BB#17:if.else_BB#18:land.lhs.true49_BB#20:if.else59_BB#22:if.else69_BB#24:if.else79_BB#26:if.else89_BB#27:land.lhs.true94_BB#29:if.else106_BB#31:if.else117_BB#30:if.then111_BB#32:if.end122_BB#28:if.then99_BB#33:if.end123_BB#25:if.then84_BB#34:if.end124_BB#23:if.then74_BB#35:if.end125_BB#21:if.then64_BB#36:if.end126_BB#19:if.then54_BB#37:if.end127_BB#16:if.then41_BB#38:if.end128_BB#70:if.end243<latch>|1
memset|Loop in file lib_memset.c near line 201|BB#1:while.cond<header><exiting>_BB#2:while.body<latch>|64
lib_skipspace|Loop in file lib_skipspace.c near line 52|BB#1:while.cond<header><exiting>_BB#2:while.body<latch>|1
strcmp|Loop in file lib_strcmp.c near line 44|BB#1:for.cond<header><exiting>_BB#2:lor.lhs.false<exiting>_BB#4:if.end<latch>|1
strlen|Loop in file lib_strlen.c near line 43|BB#1:for.cond<header><exiting>_BB#2:for.body_BB#3:for.inc<latch>|1
strnlen|Loop in file lib_strnlen.c near line 42|BB#1:for.cond<header>_BB#2:land.rhs_BB#3:land.end<exiting>_BB#4:for.body_BB#5:for.inc<latch>|1
strtoul|Loop in file lib_strtoul.c near line 108|BB#19:while.cond25<header><exiting>_BB#20:while.body28<latch>|1
strtoul|Loop in file lib_strtoul.c near line 93|BB#9:while.cond<header><exiting>_BB#10:while.body<exiting>_BB#11:lor.lhs.false14_BB#12:land.lhs.true<exiting>_BB#16:if.end23<latch>|1
__ultoa_invert|Loop in file lib_ultoa_invert.c near line 64|BB#3:do.body<header>_BB#5:if.else_BB#6:if.then7_BB#7:if.else9_BB#8:if.end11_BB#4:if.then5_BB#9:if.end12_BB#10:do.cond<latch><exiting>|1
nxsem_post|Loop in file sem_post.c near line 172|BB#19:if.end29<header><exiting>_BB#20:if.end29<latch><exiting>|1
nxsem_post|Loop in file sem_post.c near line 147|BB#7:while.cond<header><exiting>_BB#8:while.body_BB#9:cond.true13_BB#10:cond.false15_BB#11:cond.end17_BB#12:if.then19<exiting>_BB#14:if.end24_BB#15:if.else<exiting>_BB#17:if.end28_BB#18:if.end29_BB#19:if.end29_BB#20:if.end29_BB#21:if.end29_BB#22:cmpxchg.store_expected_BB#23:cmpxchg.continue<exiting>_BB#25:if.end33<latch>|1
symtab_findbyname|Loop in file symtab_findbyname.c near line 81|BB#9:while.cond<header><exiting>_BB#10:while.body_BB#15:if.else<exiting>_BB#16:if.then21_BB#18:if.end25_BB#11:if.then14_BB#13:cond.false18_BB#12:cond.true16_BB#14:cond.end19_BB#19:if.end26<latch>|1
symtab_findbyvalue|Loop in file symtab_findbyvalue.c near line 112|BB#6:for.cond<header><exiting>_BB#7:for.body_BB#8:if.then7_BB#9:lor.lhs.false_BB#10:if.then11<exiting>_BB#12:if.end15_BB#13:if.end16_BB#14:if.end17_BB#15:for.inc<latch>|1
